image_id,filename,class_label,collection_date,location,latitude,longitude,width,height,format,file_size_kb,temperature_c,humidity_percent,weather_condition
173,fruit_black_mold_54.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,82.58,27.8,81,Cloudy
174,fruit_black_mold_55.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,27.31,27.8,81,Cloudy
175,fruit_black_mold_56.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,37.08,27.8,81,Cloudy
176,fruit_black_mold_57.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,43.61,27.8,81,Cloudy
177,fruit_black_mold_58.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,25.11,27.8,81,Cloudy
178,fruit_black_mold_59.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,36.71,27.8,81,Cloudy
179,fruit_black_mold_60.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,39.73,27.8,81,Cloudy
180,fruit_black_mold_61.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,48.72,27.8,81,Cloudy
181,fruit_black_mold_62.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,24.57,27.8,81,Cloudy
182,fruit_black_mold_63.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,37.53,27.8,81,Cloudy
183,fruit_black_mold_64.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,43.05,27.8,81,Cloudy
184,fruit_black_mold_65.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,37.2,27.8,81,Cloudy
185,fruit_black_mold_66.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,25.11,27.8,81,Cloudy
186,fruit_black_mold_67.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,37.36,27.8,81,Cloudy
187,fruit_black_mold_68.jpg,fruit_black_mold,9/7/2025,Kawran Bazar,23.75259095,90.39411109,640,640,JPEG,26.4,27.8,81,Cloudy
188,fruit_healthy_01.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,51.2,27.2,85,Cloudy
189,fruit_healthy_02.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,95.7,27.2,85,Cloudy
190,fruit_healthy_03.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,96.24,27.2,85,Cloudy
191,fruit_healthy_04.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,91.29,27.2,85,Cloudy
192,fruit_healthy_05.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,74.72,27.2,85,Cloudy
193,fruit_healthy_06.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,70.71,27.2,85,Cloudy
194,fruit_healthy_07.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,145.69,27.2,85,Cloudy
195,fruit_healthy_08.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,69.54,27.2,85,Cloudy
196,fruit_healthy_09.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,86.27,27.2,85,Cloudy
197,fruit_healthy_10.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,80.55,27.2,85,Cloudy
198,fruit_healthy_100.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,38.31,28.9,85,Sunny
199,fruit_healthy_101.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,78.85,28.9,85,Sunny
200,fruit_healthy_102.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,79.58,28.9,85,Sunny
201,fruit_healthy_103.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,69.03,28.9,85,Sunny
202,fruit_healthy_104.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,32.76,28.9,85,Sunny
203,fruit_healthy_105.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,66.74,28.9,85,Sunny
204,fruit_healthy_106.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,39.82,28.9,85,Sunny
205,fruit_healthy_107.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,65.05,28.9,85,Sunny
206,fruit_healthy_108.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,66.11,28.9,85,Sunny
207,fruit_healthy_109.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,113.44,28.9,85,Sunny
208,fruit_healthy_11.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,81.94,27.2,85,Cloudy
209,fruit_healthy_110.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,116.25,28.9,85,Sunny
210,fruit_healthy_111.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,48.09,28.9,85,Sunny
211,fruit_healthy_112.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,69.14,28.9,85,Sunny
212,fruit_healthy_113.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,72.4,28.9,85,Sunny
213,fruit_healthy_114.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,31.04,28.9,85,Sunny
214,fruit_healthy_115.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,54.89,28.9,85,Sunny
215,fruit_healthy_116.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,47.87,28.9,85,Sunny
216,fruit_healthy_117.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,48.29,28.9,85,Sunny
217,fruit_healthy_118.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,38.3,28.9,85,Sunny
218,fruit_healthy_119.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,88.85,28.9,85,Sunny
219,fruit_healthy_12.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,84.61,27.2,85,Cloudy
220,fruit_healthy_120.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,73.92,28.9,85,Sunny
221,fruit_healthy_121.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,71.48,28.9,85,Sunny
222,fruit_healthy_122.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,83.22,28.9,85,Sunny
223,fruit_healthy_123.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,65.8,28.9,85,Sunny
224,fruit_healthy_124.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,57.58,28.9,85,Sunny
225,fruit_healthy_125.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,67.99,28.9,85,Sunny
226,fruit_healthy_126.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,61.78,28.9,85,Sunny
227,fruit_healthy_127.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,68.07,28.9,85,Sunny
228,fruit_healthy_128.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,65.72,28.9,85,Sunny
229,fruit_healthy_129.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,56.72,28.9,85,Sunny
230,fruit_healthy_13.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,75.77,27.2,85,Cloudy
231,fruit_healthy_130.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,52.52,28.9,85,Sunny
232,fruit_healthy_131.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,54.24,28.9,85,Sunny
233,fruit_healthy_132.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,50.67,28.9,85,Sunny
234,fruit_healthy_133.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,42.39,28.9,85,Sunny
235,fruit_healthy_134.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,56.84,28.9,85,Sunny
236,fruit_healthy_135.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,62.5,28.9,85,Sunny
237,fruit_healthy_136.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,63.06,28.9,85,Sunny
238,fruit_healthy_137.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,61.12,28.9,85,Sunny
239,fruit_healthy_138.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,75.96,28.9,85,Sunny
240,fruit_healthy_139.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,104.64,28.9,85,Sunny
241,fruit_healthy_14.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,87.84,27.2,85,Cloudy
242,fruit_healthy_140.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,97.91,28.9,85,Sunny
243,fruit_healthy_141.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,86.17,28.9,85,Sunny
244,fruit_healthy_142.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,85.08,28.9,85,Sunny
245,fruit_healthy_143.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,76.91,28.9,85,Sunny
246,fruit_healthy_144.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,70.62,28.9,85,Sunny
247,fruit_healthy_145.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,72.06,28.9,85,Sunny
248,fruit_healthy_146.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,80.4,28.9,85,Sunny
249,fruit_healthy_147.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,79.62,28.9,85,Sunny
250,fruit_healthy_148.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,90.85,28.9,85,Sunny
251,fruit_healthy_149.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,85.58,28.9,85,Sunny
252,fruit_healthy_15.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,67.66,27.2,85,Cloudy
253,fruit_healthy_150.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,83.41,28.9,85,Sunny
254,fruit_healthy_151.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,86.15,28.9,85,Sunny
255,fruit_healthy_152.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,78.19,27.2,85,Cloudy
256,fruit_healthy_153.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,68.58,27.2,85,Cloudy
257,fruit_healthy_154.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,81.77,27.2,85,Cloudy
258,fruit_healthy_155.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,78.17,27.2,85,Cloudy
259,fruit_healthy_156.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,87.81,27.2,85,Cloudy
260,fruit_healthy_157.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,63.92,27.2,85,Cloudy
261,fruit_healthy_158.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,63.41,27.2,85,Cloudy
262,fruit_healthy_159.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,73.7,27.2,85,Cloudy
263,fruit_healthy_16.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,78,27.2,85,Cloudy
264,fruit_healthy_160.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,74.01,27.2,85,Cloudy
265,fruit_healthy_161.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,78.99,27.2,85,Cloudy
266,fruit_healthy_162.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,79.01,27.2,85,Cloudy
267,fruit_healthy_163.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,90.66,27.2,85,Cloudy
268,fruit_healthy_164.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,114.1,27.2,85,Cloudy
269,fruit_healthy_165.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,95.36,27.2,85,Cloudy
270,fruit_healthy_166.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,95.26,27.2,85,Cloudy
271,fruit_healthy_167.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,74.78,27.2,85,Cloudy
272,fruit_healthy_168.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,80.22,27.2,85,Cloudy
273,fruit_healthy_169.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,87.88,27.2,85,Cloudy
274,fruit_healthy_17.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,92.56,27.2,85,Cloudy
275,fruit_healthy_170.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,98.81,27.2,85,Cloudy
276,fruit_healthy_171.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,89.26,27.2,85,Cloudy
277,fruit_healthy_172.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,86.09,27.2,85,Cloudy
278,fruit_healthy_173.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,102.06,27.2,85,Cloudy
279,fruit_healthy_174.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,75.07,27.2,85,Cloudy
280,fruit_healthy_175.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,91.75,27.2,85,Cloudy
281,fruit_healthy_176.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,81.25,27.2,85,Cloudy
282,fruit_healthy_177.jpg,fruit_healthy,9/4/2025,Savar Fruit Market,23.80499072,90.26169893,640,640,JPEG,126.31,27.2,85,Cloudy
283,fruit_healthy_18.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,82.97,27.2,85,Cloudy
284,fruit_healthy_19.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,75.19,27.2,85,Cloudy
285,fruit_healthy_20.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,69.92,27.2,85,Cloudy
286,fruit_healthy_21.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,90.69,27.2,85,Cloudy
287,fruit_healthy_22.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,78.11,27.2,85,Cloudy
288,fruit_healthy_23.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,66.86,27.2,85,Cloudy
289,fruit_healthy_24.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,65.24,27.2,85,Cloudy
290,fruit_healthy_25.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,64.16,27.2,85,Cloudy
291,fruit_healthy_26.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,60.2,27.2,85,Cloudy
292,fruit_healthy_27.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,68.79,27.2,85,Cloudy
293,fruit_healthy_28.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,57.28,27.2,85,Cloudy
294,fruit_healthy_29.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,64.3,27.2,85,Cloudy
295,fruit_healthy_30.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,69.57,27.2,85,Cloudy
296,fruit_healthy_31.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,58.4,27.2,85,Cloudy
297,fruit_healthy_32.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,65.01,27.2,85,Cloudy
298,fruit_healthy_33.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,76.22,27.2,85,Cloudy
299,fruit_healthy_34.jpg,fruit_healthy,9/4/2025,Farmgate Fruit Market,23.75840057,90.3889733,640,640,JPEG,65.55,27.2,85,Cloudy
300,fruit_healthy_35.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,76.98,28.9,85,Sunny
301,fruit_healthy_36.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,93.34,28.9,85,Sunny
302,fruit_healthy_37.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,88.09,28.9,85,Sunny
303,fruit_healthy_38.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,85.77,28.9,85,Sunny
304,fruit_healthy_39.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,68.39,28.9,85,Sunny
305,fruit_healthy_40.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,81.73,28.9,85,Sunny
306,fruit_healthy_41.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,81.73,28.9,85,Sunny
307,fruit_healthy_42.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,65.45,28.9,85,Sunny
308,fruit_healthy_43.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,64.89,28.9,85,Sunny
309,fruit_healthy_44.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,99.72,28.9,85,Sunny
310,fruit_healthy_45.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,85.41,28.9,85,Sunny
311,fruit_healthy_46.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,74.42,28.9,85,Sunny
312,fruit_healthy_47.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,38.25,28.9,85,Sunny
313,fruit_healthy_48.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,58.41,28.9,85,Sunny
314,fruit_healthy_49.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,76.22,28.9,85,Sunny
315,fruit_healthy_50.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,66.96,28.9,85,Sunny
316,fruit_healthy_51.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,52.3,28.9,85,Sunny
317,fruit_healthy_52.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,57.62,28.9,85,Sunny
318,fruit_healthy_53.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,51.47,28.9,85,Sunny
319,fruit_healthy_54.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,61.28,28.9,85,Sunny
320,fruit_healthy_55.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,55.25,28.9,85,Sunny
321,fruit_healthy_56.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,34.06,28.9,85,Sunny
322,fruit_healthy_57.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,58.29,28.9,85,Sunny
323,fruit_healthy_58.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,59.64,28.9,85,Sunny
324,fruit_healthy_59.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,128.17,28.9,85,Sunny
325,fruit_healthy_60.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,35.88,28.9,85,Sunny
326,fruit_healthy_61.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,33.87,28.9,85,Sunny
327,fruit_healthy_62.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,78.7,28.9,85,Sunny
328,fruit_healthy_63.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,65.88,28.9,85,Sunny
329,fruit_healthy_64.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,78.45,28.9,85,Sunny
330,fruit_healthy_65.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,47.21,28.9,85,Sunny
331,fruit_healthy_66.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,67.14,28.9,85,Sunny
332,fruit_healthy_67.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,25.53,28.9,85,Sunny
333,fruit_healthy_68.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,75.34,28.9,85,Sunny
334,fruit_healthy_69.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,45.84,28.9,85,Sunny
335,fruit_healthy_70.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,38.3,28.9,85,Sunny
336,fruit_healthy_71.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,56.24,28.9,85,Sunny
337,fruit_healthy_72.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,61.9,28.9,85,Sunny
338,fruit_healthy_73.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,52.04,28.9,85,Sunny
339,fruit_healthy_74.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,47.01,28.9,85,Sunny
340,fruit_healthy_75.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,60.97,28.9,85,Sunny
341,fruit_healthy_76.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,65.08,28.9,85,Sunny
342,fruit_healthy_77.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,45.8,28.9,85,Sunny
343,fruit_healthy_78.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,43.3,28.9,85,Sunny
344,fruit_healthy_79.jpg,fruit_healthy,9/2/2025,"Guava Floating Market, Barisal",22.73372937,90.1832881,640,640,JPEG,38.77,28.9,85,Sunny
